hs17,group,subgroup,description,ship type,hs92
521041,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, plain weave",container,521041
521049,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, of weaves n.e.c. in item no. 5210.4",container,521049
521051,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave",container,521051
521059,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5",container,521059
521111,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing more than 200g/m2",container,521111
521112,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, 3- or 4-thread twill, including cross twill, weighing more than 200g/m2",container,521112
521119,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5211.1, weighing more than 200g/m2",container,521119
521120,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached",container,521129
521131,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave",container,521131
521132,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill",container,521132
521139,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3",container,521139
521141,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave",container,521141
521142,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim",container,521142
521143,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill",container,521143
521149,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4",container,521149
521151,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave",container,521151
521152,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, 3-thread or 4-thread twill, including cross twill",container,521152
521159,52,11,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5",container,521159
521211,52,12,"Fabrics, woven: of cotton, unbleached, weighing not more than 200g/m2, n.e.c. in chapter 52",container,521211
521212,52,12,"Fabrics, woven: of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52",container,521212
521213,52,12,"Fabrics, woven: of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52",container,521213
521214,52,12,"Fabrics, woven: of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52",container,521214
521215,52,12,"Fabrics, woven: of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52",container,521215
521221,52,12,"Fabrics, woven: of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52",container,521221
521222,52,12,"Fabrics, woven: of cotton, bleached, weighing more than 200g/m2, n.e.c. in chapter 52",container,521222
521223,52,12,"Fabrics, woven: of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52",container,521223
521224,52,12,"Fabrics, woven: of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52",container,521224
521225,52,12,"Fabrics, woven: of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52",container,521225
530110,53,1,"Flax: raw or retted, but not spun",container,530110
530121,53,1,"Flax: broken or scutched, but not spun",container,530121
530129,53,1,"Flax: hackled or otherwise processed, but not spun",container,530129
530130,53,1,"Flax: tow and waste, including yarn waste and garnetted stock",container,530130
530210,53,2,"Hemp (cannabis sativa L.): raw or retted, but not spun",container,530210
530290,53,2,"Hemp (cannabis sativa L.): processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)",container,530290
530310,53,3,"Jute and other textile bast fibres: raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)",container,530310
530390,53,3,"Jute and other textile bast fibres: processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)",container,530390
530500,53,5,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun: tow, noils and waste of these fibres (including yarn waste and garnetted stock)",container,530599
530610,53,6,"Yarn: of flax, single",container,530610
530620,53,6,"Yarn: of flax, multiple (folded) or cabled",container,530620
530710,53,7,"Yarn: of jute or of other textile bast fibres, single",container,530710
530720,53,7,"Yarn: of jute or of other textile bast fibres, multiple (folded) or cabled",container,530720
530810,53,8,Yarn: of coir,container,530810
530820,53,8,Yarn: of hemp (cannabis sativa L.),container,530820
530890,53,8,"Yarn: of vegetable textile fibres n.e.c. in heading no. 5306, 5307 and 5308",container,530890
530911,53,9,"Fabrics, woven: of flax, containing 85% or more flax, unbleached or bleached",container,530911
530919,53,9,"Fabrics, woven: of flax, containing 85% or more flax, other than bleached or unbleached",container,530919
530921,53,9,"Fabrics, woven: of flax, containing less than 85% flax, unbleached or bleached",container,530921
530929,53,9,"Fabrics, woven: of flax, containing less than 85% flax, other than unbleached or bleached",container,530929
531010,53,10,"Fabrics, woven: of jute or of other textile bast fibres of heading no. 5303, unbleached",container,531010
531090,53,10,"Fabrics, woven: of jute or of other textile bast fibres of heading no. 5303, other than unbleached",container,531090
531100,53,11,"Fabrics, woven: of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn",container,531100
540110,54,1,"Sewing thread: of synthetic filaments, whether or not put up for retail sale",container,540110
540120,54,1,"Sewing thread: of artificial filaments, whether or not put up for retail sale",container,540120
540211,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity yarn of nylon or other polyamides, textured or not: of aramids, not for retail sale, not sewing thread",container,540210
540219,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not: other than aramids, not for retail sale, not sewing thread",container,540210
540220,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of high tenacity yarn of polyesters, whether or not textured, not for retail sale, not sewing thread",container,540220
540231,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn not more than 50 decitex, not for retail sale, not sewing thread",container,540231
540232,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread",container,540232
540233,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread",container,540233
540234,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread",container,540239
540239,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread",container,540239
540244,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, elastomeric, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread",container,540241
540245,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread",container,540241
540246,54,2,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread",container,540242
