k;description;category
640291;Footwear: n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics;container
640299;Footwear: n.e.c. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics;container
640312;Sports footwear: with outer soles of rubber, plastics, leather or composition leather and uppers of leather, ski-boots, snowboard boots and cross-country ski footwear;container
640319;Sports footwear: (other than ski-boots, snowboard boots or cross-country ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather;container
640320;Footwear: with outer soles of leather, uppers consisting of leather straps across instep and around the big toe;container
640340;Footwear: with metal toe-cap, outer soles of rubber, plastics, leather or composition leather, uppers of leather;container
640351;Footwear: n.e.c. in heading no. 6403, with outer soles and uppers of leather, covering the ankle;container
640359;Footwear: n.e.c. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather;container
640391;Footwear: n.e.c. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather;container
640399;Footwear: n.e.c. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather;container
640411;Sports footwear: tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials;container
640419;Footwear: (other than sportswear), with outer soles of rubber or plastics and uppers of textile materials;container
640420;Footwear: outer soles of leather or composition leather, uppers of textile materials;container
640510;Footwear: with uppers of leather or composition leather, n.e.c. in chapter 64;container
640520;Footwear: with uppers of textile materials, n.e.c. in chapter 64;container
640590;Footwear: n.e.c. in chapter 64;container
640610;Footwear: parts, uppers and parts thereof, other than stiffeners;container
640620;Footwear: parts, outer soles and heels, of rubber or plastics;container
640690;Footwear: parts, n.e.c. in heading 6406;container
650100;Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims: plateaux and manchons (including slit manchons) of felt;container
650200;Hat-shapes: plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed;container
650400;Hats and other headgear: plaited or made by assembling strips of any material, whether or not lined or trimmed;container
650500;Hats and other headgear: knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed: hair-nets of any material, whether or not lined or trimmed;container
650610;Headgear: safety, whether or not lined or trimmed;container
650691;Headgear: (other than safety headgear), of rubber or plastics, whether or not lined or trimmed;container
650699;Headgear: (other than safety headgear), (of materials other than rubber or plastic), whether or not lined or trimmed;container
650700;Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps: for headgear;container
660110;Umbrellas and sun umbrellas: garden or similar umbrellas;container
660191;Umbrellas and sun umbrellas: having a telescopic shaft, (excluding garden or similar umbrellas);container
660199;Umbrellas and sun umbrellas: n.e.c. in heading no. 6601 (including walking stick umbrellas);container
660200;Walking-sticks, seat-sticks, whips, riding-crops and the like;container
660320;Umbrella frames: including frames mounted on shafts (sticks);container
660390;Trimmings, accessories and parts of articles of heading no. 6601 or 6602: n.e.c. in heading no. 6603;container
670100;Skins and other parts of birds with their feathers or down: feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes);container
670210;Flowers, foliage and fruit, artificial, and parts thereof: articles made of artificial flowers, foliage or fruit, of plastics;container
670290;Flowers, foliage and fruit, artificial, and parts thereof: articles made of artificial flowers, foliage or fruit, of materials other than plastics;container
670300;Human hair, dressed, thinned, bleached or otherwise worked: wool or other animal hair or other textile materials, prepared for use in making wigs or the like;container
670411;Wigs: complete, of synthetic textile materials;container
670419;False beards, eyebrows and eyelashes, switches and the like: of synthetic textile materials;container
670420;Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.: of human hair;container
670490;Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.: of animal hair or of textile materials other than synthetic;container
680100;Stone: setts, curbstones and flagstones, of natural stone (except slate);bulk dry
680210;Tiles, cubes and similar articles: whether or not rectangular (including square), largest surface area of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder;bulk dry
680221;Marble, travertine and alabaster: simply cut or sawn, with a flat or even surface;bulk dry
680223;Granite: articles thereof, simply cut or sawn, with a flat or even surface;bulk dry
680229;Stone: monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface;bulk dry
680291;Marble, travertine and alabaster: articles thereof, (other than simply cut or sawn, with a flat or even surface);bulk dry
680292;Stone: calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface);bulk dry
680293;Granite: articles thereof, (other than simply cut or sawn, with a flat or even surface);bulk dry
680299;Stone: natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface);bulk dry
680300;Slate, worked: and articles of slate or of agglomerated slate;bulk dry
680410;Millstones and grindstones: for milling, grinding or pulping;bulk dry
680421;Millstones, grindstones, grinding wheels and the like: of agglomerated synthetic or natural diamond;bulk dry
680422;Millstones, grindstones, grinding wheels and the like: of other agglomerated abrasives or of ceramics;bulk dry
680423;Millstones, grindstones, grinding wheels and the like: of natural stone;bulk dry
680430;Stones: hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials;bulk dry
680510;Abrasive powder or grain: natural or artificial, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up;bulk dry
680520;Abrasive powder or grain: natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up;bulk dry
680530;Abrasive powder or grain: natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up;bulk dry
680610;Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls;bulk dry
680620;Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof);bulk dry
680690;Minerals: mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading no. 6811 or 6812 or of chapter 69;bulk dry
680710;Asphalt or similar material: articles (e.g. petroleum bitumen or coal tar pitch) in rolls;bulk dry
